member_id,join_date,tier,city,age,gender,acquisition_channel,preferred_channel,transaction_count,total_spend,avg_basket_value,total_points_earned,total_points_redeemed,last_transaction_date,coupon_redemptions,referral_count,membership_status,preferred_category,app_installed,email_opt_in,sms_opt_in,points_unredeemed,high_value_flag,days_since_last_txn,churn_signal,redemp_rate,liability_flag,engagement_score
UM100123,2023-01-03 00:00:00,Silver,Pune,37,Other,QR Scan,Online,4,29947,7486.75,2994,0,2026-02-24 00:00:00,8,4,Dormant,Kids,t,t,f,2994,0,126,1,0.00,0,5.56
UM100124,2024-05-30 00:00:00,Silver,Ahmedabad,41,Other,Campaign,Omnichannel,1,25010,25010,2501,1325,2026-06-18 00:00:00,8,4,Active,Electronics,f,f,t,1176,1,12,0,52.98,0,5.39
UM100125,2023-02-14 00:00:00,Silver,Lucknow,50,Male,Store,Omnichannel,6,50920,8486.67,5092,2010,2026-01-23 00:00:00,4,5,Churn Risk,Sports,f,f,f,3082,0,158,1,39.47,0,5.00
UM100126,2025-07-16 00:00:00,Silver,Chandigarh,24,Female,Referral,Omnichannel,5,15618,3123.6,1561,279,2026-01-28 00:00:00,10,5,Dormant,Grocery,f,t,t,1282,0,153,1,17.87,0,6.94
UM100127,2023-04-26 00:00:00,Gold,Kochi,49,Other,Referral,Online,20,75820,3791,7582,0,2026-06-26 00:00:00,10,4,Active,Electronics,t,t,t,7582,0,4,0,0.00,1,7.11
UM100128,2023-07-24 00:00:00,Silver,Jaipur,59,Male,Credit Card Partner,Omnichannel,2,6989,3494.5,698,547,2026-06-16 00:00:00,,1,Dormant,Beauty,t,t,t,151,0,14,0,78.37,0,0.78
UM100129,2026-01-23 00:00:00,Silver,Lucknow,66,Male,Campaign,Offline,6,42894,7149,4289,0,2026-06-30 00:00:00,9,1,Churn Risk,Beauty,t,t,t,4289,0,0,0,0.00,0,4.00
UM100130,2026-05-20 00:00:00,Silver,Pune,61,Other,Referral,Offline,8,41488,5186,4148,690,2026-06-19 00:00:00,6,2,Active,Kids,f,t,f,3458,0,11,0,16.63,0,3.78
UM100131,2025-06-11 00:00:00,Silver,Mumbai,73,Female,Website,Online,3,14225,4741.67,1422,885,2026-06-14 00:00:00,10,0,Active,Fashion,t,f,t,537,0,16,0,62.24,0,3.50
UM100132,2023-10-19 00:00:00,Silver,Hyderabad,63,Male,Store,Offline,5,30545,6109,3054,1703,2026-05-01 00:00:00,4,4,Dormant,Electronics,t,t,f,1351,0,60,0,55.76,0,4.28
UM100133,2024-05-09 00:00:00,Silver,Bengaluru,31,Male,QR Scan,Online,6,26700,4450,2670,0,2025-10-16 00:00:00,10,,Churn Risk,Home & Kitchen,t,t,f,2670,0,257,1,0.00,0,3.67
UM100134,2024-02-25 00:00:00,Silver,Hyderabad,19,Other,Credit Card Partner,Omnichannel,4,46423,11605.75,4642,1571,2026-03-25 00:00:00,2,2,Dormant,Grocery,t,t,t,3071,0,97,1,33.84,0,2.22
UM100135,2025-05-12 00:00:00,Silver,Pune,32,Female,Mobile App,Omnichannel,2,25690,12845,2569,0,2026-06-09 00:00:00,6,2,Dormant,Sports,t,f,f,2569,0,21,0,0.00,0,3.44
UM100136,2024-11-12 00:00:00,Gold,Bengaluru,47,Male,QR Scan,Online,6,223961,37326.83,22396,3066,2026-01-03 00:00:00,5,5,Dormant,Fashion,t,t,f,19330,1,178,1,13.69,0,5.33
UM100137,2022-08-14 00:00:00,Gold,Hyderabad,65,Male,Referral,Online,12,92470,7705.83,9247,0,2026-06-19 00:00:00,10,5,Active,Electronics,t,t,t,9247,0,11,0,0.00,1,7.33
UM100138,2023-12-24 00:00:00,Silver,Chennai,33,Other,Store,Offline,6,9331,1555.17,933,692,2026-06-19 00:00:00,5,1,Dormant,Sports,f,t,f,241,0,11,0,74.17,0,2.67
UM100139,2022-12-19 00:00:00,Silver,Kochi,71,Other,Credit Card Partner,Online,4,7893,1973.25,789,426,2026-01-06 00:00:00,8,0,Dormant,Beauty,t,t,f,363,0,175,1,53.99,0,2.89
UM100140,2025-05-10 00:00:00,Silver,Ahmedabad,52,Female,Mobile App,Offline,1,19117,19117,1911,0,2026-05-02 00:00:00,2,2,Dormant,Sports,t,t,t,1911,1,59,0,0.00,0,2.06
UM100141,2023-09-09 00:00:00,Silver,Chandigarh,62,Female,Mobile App,Omnichannel,8,17840,2230,1784,450,2026-01-03 00:00:00,2,4,Churn Risk,Beauty,t,f,t,1334,0,178,1,25.22,0,3.78
UM100142,2022-08-15 00:00:00,Platinum,Bengaluru,49,Male,Store,Offline,44,358173,8140.3,35817,0,2026-06-20 00:00:00,4,2,Active,Beauty,t,t,f,35817,0,10,0,0.00,1,5.11
UM100143,2023-12-03 00:00:00,Silver,Pune,49,Male,Credit Card Partner,Omnichannel,8,20973,2621.62,2097,0,2026-06-07 00:00:00,5,5,Active,Home & Kitchen,t,t,t,2097,0,23,0,0.00,0,5.44
UM100144,2024-08-11 00:00:00,Silver,Jaipur,59,Male,Store,Offline,1,44238,44238,4423,3434,2026-04-28 00:00:00,0,0,Dormant,Kids,f,t,t,989,1,63,0,77.64,0,0.06
UM100145,2022-08-05 00:00:00,Gold,Jaipur,26,Other,Website,Online,7,211689,30241.29,21168,13789,2026-06-20 00:00:00,3,0,Active,Grocery,t,f,f,7379,1,10,0,65.14,0,1.39
UM100146,2026-02-18 00:00:00,Gold,Kolkata,62,Male,Mobile App,Offline,13,241564,18581.85,24156,21457,2026-05-26 00:00:00,7,5,Dormant,Kids,t,t,t,2699,1,35,0,88.83,0,6.39
UM100147,2024-04-30 00:00:00,Silver,Hyderabad,50,Other,Campaign,Online,1,58054,58054,5805,0,2026-06-30 00:00:00,1,3,Active,Grocery,f,f,f,5805,1,0,0,0.00,1,2.39
UM100148,2024-10-04 00:00:00,Silver,Kolkata,51,Female,Campaign,Omnichannel,1,46253,46253,4625,0,2026-06-21 00:00:00,10,1,Active,Kids,f,t,f,4625,1,9,0,0.00,0,4.06
UM100149,2022-08-16 00:00:00,Silver,Kochi,26,Female,QR Scan,Online,6,21466,3577.67,2146,968,2026-06-11 00:00:00,8,5,Active,Grocery,f,t,f,1178,0,19,0,45.11,0,6.33
UM100150,2025-08-05 00:00:00,Gold,Mumbai,32,Male,Mobile App,Omnichannel,14,144372,10312.29,14437,8674,2026-06-28 00:00:00,1,1,Active,Home & Kitchen,t,t,t,5763,0,2,0,60.08,0,1.78
UM100151,2025-02-22 00:00:00,Gold,Ahmedabad,61,Male,QR Scan,Online,9,232641,25849,23264,20900,2026-06-18 00:00:00,2,4,Active,Fashion,t,f,t,2364,1,12,0,89.84,0,3.83
UM100152,2024-03-21 00:00:00,Silver,Chandigarh,21,Female,Store,Offline,3,33136,11045.33,3313,2865,2026-06-24 00:00:00,9,1,Active,Lifestyle,t,t,t,448,0,6,0,86.48,0,3.83
UM100153,2025-04-15 00:00:00,Silver,Lucknow,33,Female,Referral,Omnichannel,2,13010,6505,1301,153,2026-05-31 00:00:00,8,2,Dormant,Lifestyle,t,t,t,1148,0,30,0,11.76,0,4.11
UM100154,2023-01-13 00:00:00,Silver,Pune,55,Female,Store,Offline,2,17889,8944.5,1788,0,2026-06-05 00:00:00,7,0,Active,Fashion,f,t,t,1788,0,25,0,0.00,0,2.44
UM100155,2022-08-30 00:00:00,Silver,Chandigarh,18,Male,Website,Offline,7,40555,5793.57,4055,3523,2026-03-10 00:00:00,7,4,Dormant,Lifestyle,f,f,t,532,0,112,1,86.88,0,5.39
UM100156,2022-10-20 00:00:00,Silver,Lucknow,22,Female,Website,Omnichannel,7,12373,1767.57,1237,1016,2025-10-10 00:00:00,3,2,Churn Risk,Electronics,t,t,t,221,0,263,1,82.13,0,2.72
UM100157,2023-10-18 00:00:00,Silver,Kochi,32,Male,Mobile App,Online,6,27420,4570,2742,0,2026-04-07 00:00:00,9,0,Dormant,Electronics,f,t,t,2742,0,84,0,0.00,0,3.33
UM100158,2024-12-12 00:00:00,Silver,Jaipur,73,Male,QR Scan,Online,6,36612,6102,3661,505,2026-05-14 00:00:00,10,4,Churn Risk,Fashion,t,t,f,3156,0,47,0,13.79,0,6.33
UM100159,2026-01-05 00:00:00,Silver,Chandigarh,63,Female,Website,Offline,5,50465,10093,5046,1508,2026-06-14 00:00:00,5,5,Active,Sports,f,t,t,3538,0,16,0,29.89,0,5.28
UM100160,2024-06-16 00:00:00,Silver,Hyderabad,28,Other,Store,Offline,3,2473,824.33,247,125,2026-04-15 00:00:00,4,5,Dormant,Home & Kitchen,t,t,t,122,0,76,0,50.61,0,4.83
UM100161,2025-05-08 00:00:00,Silver,Mumbai,45,Other,QR Scan,Offline,2,21938,10969,2193,950,2025-07-13 00:00:00,7,2,Churn Risk,Electronics,t,t,t,1243,0,352,1,43.32,0,3.78
UM100162,2024-11-30 00:00:00,Silver,Chandigarh,59,Male,Mobile App,Offline,4,16307,4076.75,1630,1397,2026-06-15 00:00:00,0,1,Active,Grocery,t,f,f,233,0,15,0,85.71,0,0.89
UM100163,2025-08-26 00:00:00,Silver,Kochi,73,Other,Store,Omnichannel,1,37188,37188,3718,483,2026-06-21 00:00:00,7,3,Active,Sports,t,f,f,3235,1,9,0,12.99,0,4.39
UM100164,2022-12-25 00:00:00,Silver,Chandigarh,54,Other,Website,Offline,6,41180,6863.33,4118,466,2026-06-21 00:00:00,6,4,Active,Sports,t,t,t,3652,0,9,0,11.32,0,5.00
UM100165,2024-05-30 00:00:00,Silver,Mumbai,54,Female,Mobile App,Omnichannel,6,37301,6216.83,3730,1001,2026-01-28 00:00:00,9,2,Dormant,Lifestyle,f,t,t,2729,0,153,1,26.84,0,4.67
UM100166,2023-11-16 00:00:00,Platinum,Jaipur,69,Female,Mobile App,Omnichannel,48,319135,6648.65,31913,21479,2026-06-11 00:00:00,3,3,Active,Fashion,f,t,t,10434,0,19,0,67.30,0,5.67
UM100167,2025-04-08 00:00:00,Silver,Jaipur,67,Other,Mobile App,Online,3,25960,8653.33,2596,922,2026-06-20 00:00:00,7,1,Active,Sports,f,t,t,1674,0,10,0,35.52,0,3.17
UM100168,2022-09-19 00:00:00,Silver,Mumbai,42,Other,Credit Card Partner,Offline,1,28335,28335,2833,0,2026-03-19 00:00:00,0,2,Dormant,Grocery,t,t,t,2833,1,103,1,0.00,0,1.39
UM100169,2024-01-12 00:00:00,Silver,Pune,70,Female,Website,Offline,5,16195,3239,1619,708,2026-04-23 00:00:00,5,0,Churn Risk,Lifestyle,f,t,t,911,0,68,0,43.73,0,1.94
UM100170,2023-11-17 00:00:00,Gold,Lucknow,29,Female,QR Scan,Offline,15,105002,7000.13,10500,0,2026-03-11 00:00:00,4,5,Dormant,Grocery,f,t,f,10500,0,111,1,0.00,1,5.50
UM100171,2025-07-28 00:00:00,Silver,Chennai,60,Other,Campaign,Online,6,32440,5406.67,3244,0,2026-06-02 00:00:00,0,4,Active,Beauty,t,t,t,3244,0,28,0,0.00,0,3.00
UM100172,2023-01-30 00:00:00,Silver,Jaipur,74,Male,Store,Online,4,47771,11942.75,4777,0,2026-05-29 00:00:00,2,4,Churn Risk,Kids,t,t,t,4777,0,32,0,0.00,0,3.56
UM100173,2023-05-11 00:00:00,Gold,Kochi,64,Male,Website,Omnichannel,14,180093,12863.79,18009,5324,2026-03-09 00:00:00,2,0,Churn Risk,Home & Kitchen,t,f,t,12685,0,113,1,29.56,0,1.44
UM100174,2023-04-19 00:00:00,Silver,Kolkata,62,Female,QR Scan,Omnichannel,6,23345,3890.83,2334,1347,2026-06-21 00:00:00,4,3,Active,Kids,t,t,f,987,0,9,0,57.71,0,3.67
UM100175,2024-02-13 00:00:00,Silver,Kolkata,33,Male,Credit Card Partner,Offline,3,2344,781.33,234,88,2026-03-27 00:00:00,1,4,Dormant,Grocery,f,t,f,146,0,95,1,37.61,0,3.17
UM100176,2022-10-17 00:00:00,Silver,Chandigarh,50,Female,Referral,Omnichannel,8,22684,2835.5,2268,0,2026-03-03 00:00:00,6,1,Dormant,Kids,t,t,f,2268,0,119,1,0.00,0,3.11
UM100177,2022-09-20 00:00:00,Silver,Lucknow,34,Female,QR Scan,Omnichannel,6,54252,9042,5425,0,2026-04-25 00:00:00,5,4,Dormant,Lifestyle,t,f,t,5425,0,66,0,0.00,1,4.67
UM100178,2024-05-17 00:00:00,Platinum,Jaipur,29,Other,QR Scan,Omnichannel,25,375117,15004.68,37511,8746,2026-03-06 00:00:00,0,2,Dormant,Kids,t,f,t,28765,0,116,1,23.32,0,2.72
UM100179,2025-01-02 00:00:00,Silver,Bengaluru,43,Female,Campaign,Omnichannel,7,25373,3624.71,2537,1180,2026-04-22 00:00:00,1,3,Dormant,Lifestyle,f,t,t,1357,0,69,0,46.51,0,2.72
UM100180,2025-09-07 00:00:00,Silver,Chandigarh,19,Other,Mobile App,Offline,6,45271,7545.17,4527,1845,2026-04-28 00:00:00,9,2,Dormant,Grocery,t,t,t,2682,0,63,0,40.76,0,4.67
UM100181,2025-01-22 00:00:00,Silver,Chennai,68,Female,Referral,Online,5,7985,1597,798,169,2026-06-18 00:00:00,0,5,Active,Lifestyle,t,t,f,629,0,12,0,21.18,0,3.61
UM100182,2022-10-13 00:00:00,Silver,Kolkata,55,Female,Store,Omnichannel,5,27254,5450.8,2725,1056,2025-07-02 00:00:00,3,2,Churn Risk,Fashion,t,t,t,1669,0,363,1,38.75,0,2.61
UM100183,2022-10-24 00:00:00,Silver,Ahmedabad,29,Male,Campaign,Online,1,38928,38928,3892,2175,2026-06-16 00:00:00,7,1,Active,Grocery,f,t,t,1717,1,14,0,55.88,0,3.06
UM100184,2024-10-07 00:00:00,Silver,Chandigarh,70,Male,Store,Online,6,52454,8742.33,5245,0,2026-02-05 00:00:00,1,1,Dormant,Lifestyle,t,t,f,5245,0,145,1,0.00,1,1.33
UM100185,2023-05-01 00:00:00,Silver,Delhi,51,Male,Mobile App,Omnichannel,7,11189,1598.43,1118,260,2026-06-25 00:00:00,4,4,Active,Home & Kitchen,t,t,t,858,0,5,0,23.26,0,4.39
UM100186,2024-03-15 00:00:00,Silver,Jaipur,34,Female,Mobile App,Offline,7,22109,3158.43,2210,1863,2026-06-14 00:00:00,0,1,Active,Sports,f,t,f,347,0,16,0,84.30,0,1.06
UM100187,2024-07-02 00:00:00,Silver,Pune,54,Female,Store,Online,4,38446,9611.5,3844,418,2026-06-18 00:00:00,3,3,Active,Home & Kitchen,t,t,f,3426,0,12,0,10.87,0,3.22
UM100188,2024-02-21 00:00:00,Gold,Ahmedabad,74,Male,QR Scan,Omnichannel,9,97221,10802.33,9722,1991,2026-06-04 00:00:00,7,1,Active,Grocery,f,t,f,7731,0,26,0,20.48,0,3.50
UM100189,2022-08-21 00:00:00,Silver,Hyderabad,47,Male,Mobile App,Offline,5,37025,7405,3702,3299,2026-06-28 00:00:00,0,3,Active,Beauty,f,t,f,403,0,2,0,89.11,0,2.28
UM100190,2025-07-19 00:00:00,Gold,Kolkata,69,Female,Credit Card Partner,Omnichannel,20,60946,3047.3,6094,3014,2026-02-02 00:00:00,2,2,Dormant,Home & Kitchen,t,f,t,3080,0,148,1,49.46,0,3.11
UM100191,2024-03-22 00:00:00,Gold,Hyderabad,30,Female,Mobile App,Omnichannel,11,217977,19816.09,21797,0,2026-06-29 00:00:00,2,3,Active,Sports,f,t,f,21797,1,1,0,0.00,1,3.28
UM100192,2025-03-27 00:00:00,Silver,Chandigarh,35,Female,Referral,Omnichannel,2,24803,12401.5,2480,2117,2026-06-16 00:00:00,8,0,Active,Beauty,t,t,f,363,0,14,0,85.36,0,2.78
UM100193,2024-09-25 00:00:00,Silver,Lucknow,21,Male,Website,Online,1,8597,8597,859,0,2026-06-22 00:00:00,7,3,Active,Beauty,t,t,t,859,0,8,0,0.00,0,4.39
UM100194,2023-04-13 00:00:00,Silver,Mumbai,55,Male,Campaign,Omnichannel,8,9402,1175.25,940,130,2026-06-15 00:00:00,2,3,Active,Sports,t,t,f,810,0,15,0,13.83,0,3.11
UM100195,2022-09-13 00:00:00,Silver,Bengaluru,33,Male,Mobile App,Online,2,57200,28600,5720,2712,2026-06-03 00:00:00,4,4,Active,Fashion,t,t,t,3008,1,27,0,47.41,0,4.11
UM100196,2024-12-24 00:00:00,Silver,Jaipur,50,Male,Store,Offline,6,28458,4743,2845,1266,2026-02-15 00:00:00,1,0,Dormant,Lifestyle,f,t,t,1579,0,135,1,44.50,0,0.67
UM100197,2025-12-05 00:00:00,Platinum,Hyderabad,25,Male,Credit Card Partner,Omnichannel,31,456185,14715.65,45618,11744,2026-06-03 00:00:00,3,1,Active,Beauty,t,t,f,33874,0,27,0,25.74,0,3.39
UM100198,2026-01-03 00:00:00,Silver,Hyderabad,47,Other,Mobile App,Offline,6,16083,2680.5,1608,860,2026-06-07 00:00:00,5,3,Active,Kids,t,t,t,748,0,23,0,53.48,0,4.00
UM100199,2025-06-24 00:00:00,Silver,Chandigarh,63,Male,Store,Online,3,52474,17491.33,5247,0,2026-06-21 00:00:00,0,3,Active,Sports,f,t,t,5247,1,9,0,0.00,1,2.17
UM100200,2026-02-18 00:00:00,Silver,Chandigarh,26,Female,QR Scan,Omnichannel,6,8054,1342.33,805,584,2026-02-24 00:00:00,4,0,Dormant,Lifestyle,f,f,t,221,0,126,1,72.55,0,1.67
UM100201,2022-10-30 00:00:00,Silver,Kolkata,66,Male,Mobile App,Offline,5,36843,7368.6,3684,0,2026-02-22 00:00:00,,3,Churn Risk,Beauty,f,t,f,3684,0,128,1,0.00,0,2.28
UM100202,2024-03-21 00:00:00,Gold,Delhi,71,Female,Credit Card Partner,Omnichannel,18,139823,7767.94,13982,2825,2026-06-10 00:00:00,6,2,Active,Grocery,t,t,f,11157,0,20,0,20.20,0,4.33
UM100203,2024-02-11 00:00:00,Silver,Kolkata,57,Male,Website,Online,5,23981,4796.2,2398,0,2026-06-17 00:00:00,1,2,Active,Electronics,f,t,t,2398,0,13,0,0.00,0,1.94
UM100204,2025-03-15 00:00:00,Silver,Mumbai,74,Other,Campaign,Online,1,27537,27537,2753,1759,2026-06-20 00:00:00,7,2,Active,Beauty,f,f,t,994,1,10,0,63.89,0,3.72
UM100205,2025-06-07 00:00:00,Silver,Delhi,65,Other,Credit Card Partner,Online,2,39044,19522,3904,3159,2026-06-14 00:00:00,2,2,Active,Kids,t,t,t,745,1,16,0,80.92,0,2.11
UM100206,2024-09-14 00:00:00,Silver,Pune,74,Other,Store,Omnichannel,7,5911,844.43,591,413,2026-06-02 00:00:00,6,3,Churn Risk,Home & Kitchen,f,f,f,178,0,28,0,69.88,0,4.39
UM100207,2026-03-22 00:00:00,Platinum,Ahmedabad,16,Female,Mobile App,Omnichannel,23,325773,14164.04,32577,0,2026-06-30 00:00:00,9,5,Churn Risk,Home & Kitchen,t,t,f,32577,0,0,0,0.00,1,7.61
UM100208,2023-05-06 00:00:00,Silver,Kolkata,38,Male,QR Scan,Omnichannel,7,54750,7821.43,5475,3498,2026-04-21 00:00:00,7,0,Dormant,Sports,f,t,f,1977,0,70,0,63.89,0,2.72
UM100209,2024-09-09 00:00:00,Silver,Bengaluru,29,Female,Website,Online,3,5505,1835,550,452,2025-07-11 00:00:00,3,4,Churn Risk,Sports,f,t,f,98,0,354,1,82.18,0,3.83
UM100210,2024-08-16 00:00:00,Silver,Kolkata,44,Other,Mobile App,Online,7,19488,2784,1948,1469,2026-06-05 00:00:00,0,1,Active,Home & Kitchen,f,t,t,479,0,25,0,75.41,0,1.06
UM100211,2025-12-27 00:00:00,Gold,Kolkata,67,Male,Store,Omnichannel,12,153688,12807.33,15368,11861,2026-06-17 00:00:00,9,2,Active,Sports,t,t,f,3507,0,13,0,77.18,0,5.00
UM100212,2025-11-16 00:00:00,Silver,Jaipur,25,Female,Campaign,Omnichannel,7,9292,1327.43,929,832,2026-01-05 00:00:00,5,3,Dormant,Kids,t,t,f,97,0,176,1,89.56,0,4.06
UM100214,2025-07-27 00:00:00,Gold,Bengaluru,42,Female,Mobile App,Omnichannel,16,82752,5172,8275,6913,2025-08-03 00:00:00,6,4,Churn Risk,Home & Kitchen,f,t,t,1362,0,331,1,83.54,0,5.56
UM100216,2023-12-02 00:00:00,Silver,Delhi,39,Other,Referral,Offline,1,56223,56223,5622,2971,2026-04-05 00:00:00,3,4,Dormant,Beauty,t,f,t,2651,1,86,0,52.85,0,3.72
UM100217,2025-03-02 00:00:00,Gold,Delhi,55,Male,Campaign,Online,6,161125,26854.17,16112,0,2026-06-09 00:00:00,8,4,Dormant,Kids,t,f,f,16112,1,21,0,0.00,1,5.67
UM100218,2024-07-27 00:00:00,Silver,Jaipur,57,Male,Store,Online,5,33318,6663.6,3331,2863,2026-06-21 00:00:00,2,2,Active,Beauty,t,f,t,468,0,9,0,85.95,0,2.28
UM100219,2025-04-25 00:00:00,Platinum,Hyderabad,64,Other,Credit Card Partner,Offline,50,405309,8106.18,40530,35127,2026-06-08 00:00:00,1,2,Active,Beauty,t,f,t,5403,0,22,0,86.67,0,4.44
UM100220,2023-05-27 00:00:00,Platinum,Chandigarh,65,Male,Credit Card Partner,Online,37,546420,14768.11,54642,28700,2026-06-30 00:00:00,6,0,Active,Lifestyle,f,t,f,25942,0,0,0,52.52,0,4.06
UM100221,2023-09-10 00:00:00,Silver,Ahmedabad,54,Female,Referral,Online,2,54084,27042,5408,1591,2026-02-16 00:00:00,3,2,Dormant,Home & Kitchen,f,f,t,3817,1,134,1,29.42,0,2.44
UM100222,2023-12-20 00:00:00,Silver,Jaipur,42,Male,Store,Offline,7,10770,1538.57,1077,0,2026-02-15 00:00:00,7,0,Dormant,Beauty,f,t,t,1077,0,135,1,0.00,0,2.72
UM100223,2022-11-30 00:00:00,Silver,Pune,24,Male,Referral,Offline,8,15482,1935.25,1548,0,2026-06-03 00:00:00,3,3,Active,Lifestyle,t,f,f,1548,0,27,0,0.00,0,3.44
UM100224,2023-03-22 00:00:00,Silver,Mumbai,62,Female,Referral,Offline,1,13073,13073,1307,621,2026-03-03 00:00:00,1,3,Dormant,Kids,t,t,f,686,0,119,1,47.51,0,2.39
UM100225,2024-03-20 00:00:00,Silver,Delhi,47,Male,Campaign,Offline,4,4509,1127.25,450,147,2026-06-22 00:00:00,3,5,Dormant,Grocery,f,t,f,303,0,8,0,32.67,0,4.56
UM100226,2025-07-22 00:00:00,Silver,Delhi,57,Other,Website,Offline,8,51618,6452.25,5161,0,2026-05-21 00:00:00,8,3,Dormant,Grocery,t,t,t,5161,0,40,0,0.00,1,5.11
UM100227,2023-04-08 00:00:00,Silver,Jaipur,65,Male,Store,Offline,2,45348,22674,4534,2078,2026-02-08 00:00:00,8,3,Dormant,Beauty,t,t,t,2456,1,142,1,45.83,0,4.78
UM100228,2022-12-25 00:00:00,Silver,Mumbai,72,Male,Store,Online,2,25103,12551.5,2510,0,2026-06-03 00:00:00,4,2,Active,Home & Kitchen,f,t,t,2510,0,27,0,0.00,0,2.78
UM100229,2026-05-18 00:00:00,Silver,Hyderabad,57,Other,Credit Card Partner,Offline,2,9449,4724.5,944,0,2026-06-18 00:00:00,1,0,Active,Grocery,f,t,f,944,0,12,0,0.00,0,0.44
UM100230,2025-05-29 00:00:00,Silver,Delhi,42,Male,Mobile App,Online,5,48300,9660,4830,3949,2026-06-21 00:00:00,2,5,Active,Lifestyle,f,f,f,881,0,9,0,81.76,0,4.28
UM100231,2024-11-17 00:00:00,Platinum,Pune,18,Male,Website,Offline,41,428631,10454.41,42863,27668,2026-01-14 00:00:00,8,1,Churn Risk,Fashion,t,f,t,15195,0,167,1,64.55,0,5.61
UM100232,2026-01-21 00:00:00,Silver,Pune,44,Other,Credit Card Partner,Omnichannel,2,15861,7930.5,1586,1260,2026-06-02 00:00:00,1,5,Active,Beauty,t,t,f,326,0,28,0,79.45,0,3.78
UM100233,2023-12-31 00:00:00,Gold,Chennai,39,Female,Store,Offline,8,211027,26378.38,21102,11426,2026-04-29 00:00:00,3,5,Dormant,Home & Kitchen,t,t,f,9676,1,62,0,54.15,0,4.78
UM100234,2026-01-10 00:00:00,Silver,Chandigarh,22,Male,Referral,Offline,2,21916,10958,2191,1316,2026-06-20 00:00:00,7,5,Active,Home & Kitchen,f,t,f,875,0,10,0,60.06,0,5.78
UM100235,2024-03-15 00:00:00,Silver,Chennai,31,Male,Campaign,Offline,7,13352,1907.43,1335,1076,2026-06-05 00:00:00,1,1,Active,Sports,f,t,t,259,0,25,0,80.60,0,1.39
UM100236,2025-11-30 00:00:00,Silver,Mumbai,24,Male,Campaign,Online,3,45362,15120.67,4536,1192,2026-06-16 00:00:00,10,0,Active,Beauty,t,t,t,3344,0,14,0,26.28,0,3.50
UM100237,2024-05-18 00:00:00,Silver,Pune,73,Male,QR Scan,Offline,3,53641,17880.33,5364,1897,2026-06-28 00:00:00,4,,Active,Grocery,t,t,t,3467,1,2,0,35.37,0,1.50
UM100239,2024-01-11 00:00:00,Silver,Hyderabad,53,Male,Store,Omnichannel,8,14503,1812.88,1450,1105,2026-06-21 00:00:00,3,3,Active,Beauty,t,f,f,345,0,9,0,76.21,0,3.44
UM100240,2026-01-30 00:00:00,Silver,Mumbai,48,Female,Campaign,Online,7,17711,2530.14,1771,824,2026-06-29 00:00:00,2,0,Active,Lifestyle,t,t,t,947,0,1,0,46.53,0,1.06
UM100241,2025-09-29 00:00:00,Silver,Mumbai,48,Other,Credit Card Partner,Offline,8,13794,1724.25,1379,1191,2026-06-30 00:00:00,8,5,Churn Risk,Beauty,f,t,t,188,0,0,0,86.37,0,6.44
UM100242,2024-03-30 00:00:00,Silver,Bengaluru,56,Female,Credit Card Partner,Offline,6,58185,9697.5,5818,2069,2026-06-27 00:00:00,7,1,Dormant,Grocery,t,f,f,3749,0,3,0,35.56,0,3.33
UM100243,2024-08-27 00:00:00,Silver,Kochi,22,Female,Website,Omnichannel,4,3640,910,364,0,2026-03-04 00:00:00,7,5,Churn Risk,Beauty,t,t,f,364,0,118,1,0.00,0,5.89
UM100244,2023-11-09 00:00:00,Silver,Chennai,33,Male,Mobile App,Omnichannel,5,4081,816.2,408,51,2026-05-21 00:00:00,4,4,Dormant,Lifestyle,t,t,t,357,0,40,0,12.50,0,4.28
UM100245,2023-04-07 00:00:00,Silver,Hyderabad,21,Male,Mobile App,Online,2,11774,5887,1177,0,2026-06-07 00:00:00,2,0,Active,Lifestyle,f,t,t,1177,0,23,0,0.00,0,0.78
UM100246,2024-11-28 00:00:00,Silver,Bengaluru,29,Male,Campaign,Offline,7,30546,4363.71,3054,593,2026-06-01 00:00:00,8,3,Active,Home & Kitchen,f,t,t,2461,0,29,0,19.42,0,5.06
UM100247,2025-01-18 00:00:00,Silver,Ahmedabad,55,Female,Referral,Online,8,40423,5052.88,4042,2690,2026-06-29 00:00:00,2,5,Active,Home & Kitchen,t,t,f,1352,0,1,0,66.55,0,4.44
UM100248,2026-01-02 00:00:00,Silver,Chandigarh,61,Other,Credit Card Partner,Offline,1,32912,32912,3291,368,2026-06-21 00:00:00,7,2,Active,Beauty,f,t,f,2923,1,9,0,11.18,0,3.72
UM100249,2024-03-02 00:00:00,Silver,Kolkata,32,Other,Mobile App,Online,3,26301,8767,2630,2287,2026-05-30 00:00:00,1,0,Dormant,Electronics,f,t,t,343,0,31,0,86.96,0,0.50
UM100251,2022-11-10 00:00:00,Gold,Hyderabad,70,Male,Referral,Online,17,101459,5968.18,10145,3478,2026-05-21 00:00:00,10,4,Dormant,Grocery,t,t,t,6667,0,40,0,34.28,0,6.94
UM100252,2024-11-21 00:00:00,Gold,Jaipur,34,Other,QR Scan,Offline,7,95407,13629.57,9540,986,2026-06-26 00:00:00,0,0,Active,Fashion,t,t,t,8554,0,4,0,10.34,0,0.39
